win_id,file,i0,i1,t0,t1,fs,y_defect,y_type,severity,confidence,notes,rpm,Z,dmm,Dmm,theta
current_38.csv:373760:378880,current_38.csv,373760,378880,73.0,74.0,5120,0,normal,1.975655945415531,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:540160:545280,current_38.csv,540160,545280,105.5,106.5,5120,0,normal,0.4956524957962522,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:64000:69120,current_38.csv,64000,69120,12.5,13.5,5120,0,normal,0.3910853670319574,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:581120:586240,current_38.csv,581120,586240,113.5,114.5,5120,0,normal,0.9877505012293056,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:271360:276480,current_38.csv,271360,276480,53.0,54.0,5120,0,normal,2.229415803429799,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:514560:519680,current_38.csv,514560,519680,100.5,101.5,5120,0,normal,1.2962830683548117,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:547840:552960,current_38.csv,547840,552960,107.0,108.0,5120,0,normal,0.0953935582946787,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:94720:99840,current_38.csv,94720,99840,18.5,19.5,5120,0,normal,1.1089859811780425,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:66560:71680,current_38.csv,66560,71680,13.0,14.0,5120,0,normal,1.302992508557035,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:199680:204800,current_38.csv,199680,204800,39.0,40.0,5120,0,normal,1.5242538050750702,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:496640:501760,current_38.csv,496640,501760,97.0,98.0,5120,0,normal,0.7216381457441702,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:102400:107520,current_38.csv,102400,107520,20.0,21.0,5120,0,normal,0.6849097188250586,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:258560:263680,current_38.csv,258560,263680,50.5,51.5,5120,0,normal,0.711263436800549,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_38.csv:238080:243200,current_38.csv,238080,243200,46.5,47.5,5120,0,normal,3.021456125871188,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:432640:437760,current_4.csv,432640,437760,84.5,85.5,5120,0,normal,0.3072065863093711,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:197120:202240,current_4.csv,197120,202240,38.5,39.5,5120,0,normal,0.89563349959878,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:284160:289280,current_4.csv,284160,289280,55.5,56.5,5120,0,normal,1.5275267127613774,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:499200:504320,current_4.csv,499200,504320,97.5,98.5,5120,0,normal,0.8664731767427805,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:430080:435200,current_4.csv,430080,435200,84.0,85.0,5120,0,normal,0.1033647229900652,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:69120:74240,current_4.csv,69120,74240,13.5,14.5,5120,0,normal,0.3929550280210805,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:337920:343040,current_4.csv,337920,343040,66.0,67.0,5120,0,normal,0.9043965106960892,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:143360:148480,current_4.csv,143360,148480,28.0,29.0,5120,0,normal,0.4275094214485411,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:40960:46080,current_4.csv,40960,46080,8.0,9.0,5120,0,normal,0.9778459782383538,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:28160:33280,current_4.csv,28160,33280,5.5,6.5,5120,0,normal,0.6999151525787062,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:419840:424960,current_4.csv,419840,424960,82.0,83.0,5120,0,normal,0.2502394638836593,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:168960:174080,current_4.csv,168960,174080,33.0,34.0,5120,0,normal,0.9784771289950004,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:517120:522240,current_4.csv,517120,522240,101.0,102.0,5120,0,normal,0.724194083278796,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:299520:304640,current_4.csv,299520,304640,58.5,59.5,5120,0,normal,0.6274248262605943,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_4.csv:478720:483840,current_4.csv,478720,483840,93.5,94.5,5120,0,normal,0.468240315152567,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:207360:212480,current_5.csv,207360,212480,40.5,41.5,5120,0,normal,0.227435564544739,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:192000:197120,current_5.csv,192000,197120,37.5,38.5,5120,0,normal,1.281149150542788,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:69120:74240,current_5.csv,69120,74240,13.5,14.5,5120,0,normal,0.2071268320842478,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:97280:102400,current_5.csv,97280,102400,19.0,20.0,5120,0,normal,0.802662721043232,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:51200:56320,current_5.csv,51200,56320,10.0,11.0,5120,0,normal,1.1499996424453247,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:250880:256000,current_5.csv,250880,256000,49.0,50.0,5120,0,normal,0.7456308967882784,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:294400:299520,current_5.csv,294400,299520,57.5,58.5,5120,0,normal,1.1058127641658348,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:184320:189440,current_5.csv,184320,189440,36.0,37.0,5120,0,normal,0.492030419496258,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:279040:284160,current_5.csv,279040,284160,54.5,55.5,5120,0,normal,0.3279208602127951,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:179200:184320,current_5.csv,179200,184320,35.0,36.0,5120,0,normal,1.460835650961506,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:38400:43520,current_5.csv,38400,43520,7.5,8.5,5120,0,normal,1.0114952050047976,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:199680:204800,current_5.csv,199680,204800,39.0,40.0,5120,0,normal,1.0720924709850332,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:168960:174080,current_5.csv,168960,174080,33.0,34.0,5120,0,normal,1.106018295459293,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:161280:166400,current_5.csv,161280,166400,31.5,32.5,5120,0,normal,1.463330107739994,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_5.csv:23040:28160,current_5.csv,23040,28160,4.5,5.5,5120,0,normal,0.4018125114585116,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:430080:435200,current_6.csv,430080,435200,84.0,85.0,5120,0,normal,0.6155758856745307,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:568320:573440,current_6.csv,568320,573440,111.0,112.0,5120,0,normal,0.6768879713435282,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:448000:453120,current_6.csv,448000,453120,87.5,88.5,5120,0,normal,0.4625985954224805,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:450560:455680,current_6.csv,450560,455680,88.0,89.0,5120,0,normal,0.4256457260053759,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:163840:168960,current_6.csv,163840,168960,32.0,33.0,5120,0,normal,0.7324641031624657,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:473600:478720,current_6.csv,473600,478720,92.5,93.5,5120,0,normal,1.0469643228520662,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:381440:386560,current_6.csv,381440,386560,74.5,75.5,5120,0,normal,0.3152848089859297,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:471040:476160,current_6.csv,471040,476160,92.0,93.0,5120,0,normal,0.6791437827009666,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:299520:304640,current_6.csv,299520,304640,58.5,59.5,5120,0,normal,0.7106235956669094,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:158720:163840,current_6.csv,158720,163840,31.0,32.0,5120,0,normal,1.9915758457831485,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:491520:496640,current_6.csv,491520,496640,96.0,97.0,5120,0,normal,0.9378227718658076,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:401920:407040,current_6.csv,401920,407040,78.5,79.5,5120,0,normal,0.1091099535988244,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:243200:248320,current_6.csv,243200,248320,47.5,48.5,5120,0,normal,0.4278160644528404,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:215040:220160,current_6.csv,215040,220160,42.0,43.0,5120,0,normal,0.9494420967753728,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_6.csv:194560:199680,current_6.csv,194560,199680,38.0,39.0,5120,0,normal,0.3874451200423097,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:51200:56320,current_7.csv,51200,56320,10.0,11.0,5120,0,normal,0.4004415845026534,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:222720:227840,current_7.csv,222720,227840,43.5,44.5,5120,0,normal,0.2492128770441739,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:140800:145920,current_7.csv,140800,145920,27.5,28.5,5120,0,normal,0.3665264108239187,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:253440:258560,current_7.csv,253440,258560,49.5,50.5,5120,0,normal,0.5047505408985046,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:179200:184320,current_7.csv,179200,184320,35.0,36.0,5120,0,normal,0.4297151251792946,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:181760:186880,current_7.csv,181760,186880,35.5,36.5,5120,0,normal,0.5285481841503736,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:235520:240640,current_7.csv,235520,240640,46.0,47.0,5120,0,normal,0.4742794979421331,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:40960:46080,current_7.csv,40960,46080,8.0,9.0,5120,0,normal,0.9641374157630372,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:58880:64000,current_7.csv,58880,64000,11.5,12.5,5120,0,normal,0.94761053844081,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:99840:104960,current_7.csv,99840,104960,19.5,20.5,5120,0,normal,0.8504076561781481,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:43520:48640,current_7.csv,43520,48640,8.5,9.5,5120,0,normal,0.3806492681118488,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:184320:189440,current_7.csv,184320,189440,36.0,37.0,5120,0,normal,1.083222980416201,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:138240:143360,current_7.csv,138240,143360,27.0,28.0,5120,0,normal,0.3403976569642772,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:302080:307200,current_7.csv,302080,307200,59.0,60.0,5120,0,normal,0.8727310973716186,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_7.csv:23040:28160,current_7.csv,23040,28160,4.5,5.5,5120,0,normal,0.4399488557537285,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:1108480:1113600,current_8.csv,1108480,1113600,216.5,217.5,5120,0,normal,1.5960828775138158,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:1003520:1008640,current_8.csv,1003520,1008640,196.0,197.0,5120,0,normal,0.4139330758671457,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:1310720:1315840,current_8.csv,1310720,1315840,256.0,257.0,5120,0,normal,0.7180426570154336,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:222720:227840,current_8.csv,222720,227840,43.5,44.5,5120,0,normal,0.4758965005611865,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:440320:445440,current_8.csv,440320,445440,86.0,87.0,5120,0,normal,0.3326034722422246,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:1254400:1259520,current_8.csv,1254400,1259520,245.0,246.0,5120,0,normal,0.2953132672828153,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:412160:417280,current_8.csv,412160,417280,80.5,81.5,5120,0,normal,0.8070563830656045,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:1466880:1472000,current_8.csv,1466880,1472000,286.5,287.5,5120,0,normal,0.6558628092751181,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:389120:394240,current_8.csv,389120,394240,76.0,77.0,5120,0,normal,0.2305108602110375,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:998400:1003520,current_8.csv,998400,1003520,195.0,196.0,5120,0,normal,1.0065718072037546,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:263680:268800,current_8.csv,263680,268800,51.5,52.5,5120,0,normal,0.5833176911001755,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:419840:424960,current_8.csv,419840,424960,82.0,83.0,5120,0,normal,1.5247995798909488,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:906240:911360,current_8.csv,906240,911360,177.0,178.0,5120,0,normal,0.2606543325855726,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:962560:967680,current_8.csv,962560,967680,188.0,189.0,5120,0,normal,0.4613263722405713,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_8.csv:890880:896000,current_8.csv,890880,896000,174.0,175.0,5120,0,normal,0.4966464816008557,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:220160:225280,current_9.csv,220160,225280,43.0,44.0,5120,0,normal,0.7349884944324993,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:286720:291840,current_9.csv,286720,291840,56.0,57.0,5120,0,normal,0.3501441943369636,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:176640:181760,current_9.csv,176640,181760,34.5,35.5,5120,0,normal,1.2786611011601638,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:148480:153600,current_9.csv,148480,153600,29.0,30.0,5120,0,normal,0.4942802022358021,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:204800:209920,current_9.csv,204800,209920,40.0,41.0,5120,0,normal,0.2519937084856035,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:40960:46080,current_9.csv,40960,46080,8.0,9.0,5120,0,normal,0.501406007571088,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:140800:145920,current_9.csv,140800,145920,27.5,28.5,5120,0,normal,0.9711903638930972,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:107520:112640,current_9.csv,107520,112640,21.0,22.0,5120,0,normal,0.9307088609908176,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:117760:122880,current_9.csv,117760,122880,23.0,24.0,5120,0,normal,1.3662287453499682,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:184320:189440,current_9.csv,184320,189440,36.0,37.0,5120,0,normal,1.1037506700779944,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:66560:71680,current_9.csv,66560,71680,13.0,14.0,5120,0,normal,0.3732302593164608,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:23040:28160,current_9.csv,23040,28160,4.5,5.5,5120,0,normal,0.6887430303357478,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:99840:104960,current_9.csv,99840,104960,19.5,20.5,5120,0,normal,0.4606642812831329,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:171520:176640,current_9.csv,171520,176640,33.5,34.5,5120,0,normal,0.3629453648813769,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_9.csv:97280:102400,current_9.csv,97280,102400,19.0,20.0,5120,0,normal,2.772676536130994,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_1.csv:19200:22400,current_1.csv,19200,22400,6.0,7.0,3200,1,BPFO,1.9917035999469923,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_1.csv:59200:62400,current_1.csv,59200,62400,18.5,19.5,3200,1,BPFO,1.718366846313071,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_1.csv:118400:121600,current_1.csv,118400,121600,37.0,38.0,3200,1,BPFO,0.7992947111769219,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_1.csv:16000:19200,current_1.csv,16000,19200,5.0,6.0,3200,1,BPFO,1.8457882585822587,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_1.csv:145600:148800,current_1.csv,145600,148800,45.5,46.5,3200,1,BPFO,1.6003577616732017,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_1.csv:62400:65600,current_1.csv,62400,65600,19.5,20.5,3200,1,BPFO,1.639968583916488,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_1.csv:169600:172800,current_1.csv,169600,172800,53.0,54.0,3200,0,normal,3.554798473820476,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_1.csv:113600:116800,current_1.csv,113600,116800,35.5,36.5,3200,1,BPFO,2.0591206655657057,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_1.csv:78400:81600,current_1.csv,78400,81600,24.5,25.5,3200,0,normal,2.227571992019194,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_1.csv:158400:161600,current_1.csv,158400,161600,49.5,50.5,3200,1,BPFO,1.1384783063761803,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:75200:78400,current_10.csv,75200,78400,23.5,24.5,3200,1,BPFO,1.196467151084578,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:291200:294400,current_10.csv,291200,294400,91.0,92.0,3200,1,BPFO,1.5560135986978194,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:204800:208000,current_10.csv,204800,208000,64.0,65.0,3200,1,BPFO,2.4252989722347063,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:294400:297600,current_10.csv,294400,297600,92.0,93.0,3200,1,BPFO,2.9222599731002425,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:161600:164800,current_10.csv,161600,164800,50.5,51.5,3200,1,BPFO,1.6707758700777018,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:244800:248000,current_10.csv,244800,248000,76.5,77.5,3200,1,BPFO,2.7013452130419298,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:28800:32000,current_10.csv,28800,32000,9.0,10.0,3200,1,BPFO,3.15180020386984,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:115200:118400,current_10.csv,115200,118400,36.0,37.0,3200,1,BPFO,1.8949185796993353,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:377600:380800,current_10.csv,377600,380800,118.0,119.0,3200,1,BPFO,1.120510607198763,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_10.csv:97600:100800,current_10.csv,97600,100800,30.5,31.5,3200,1,BPFO,2.8359853900768424,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:9600:12800,current_11.csv,9600,12800,3.0,4.0,3200,1,BPFO,0.9076732350538445,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:81600:84800,current_11.csv,81600,84800,25.5,26.5,3200,1,BPFO,0.3335520484852224,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:25600:28800,current_11.csv,25600,28800,8.0,9.0,3200,0,normal,1.1479751588386322,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_11.csv:171200:174400,current_11.csv,171200,174400,53.5,54.5,3200,1,BPFO,1.3877883255343446,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:187200:190400,current_11.csv,187200,190400,58.5,59.5,3200,1,BPFO,1.388991808232304,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:115200:118400,current_11.csv,115200,118400,36.0,37.0,3200,1,BPFO,1.7766341694643482,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:147200:150400,current_11.csv,147200,150400,46.0,47.0,3200,1,BPFO,1.3085924179335922,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:155200:158400,current_11.csv,155200,158400,48.5,49.5,3200,1,BPFO,0.822225591649861,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:65600:68800,current_11.csv,65600,68800,20.5,21.5,3200,1,BPFO,2.9133902753972705,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_11.csv:97600:100800,current_11.csv,97600,100800,30.5,31.5,3200,1,BPFO,1.423123015229495,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:40000:43200,current_12.csv,40000,43200,12.5,13.5,3200,1,BPFO,2.379720631537207,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:313600:316800,current_12.csv,313600,316800,98.0,99.0,3200,1,BPFO,4.741687549693762,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:356800:360000,current_12.csv,356800,360000,111.5,112.5,3200,1,BPFO,2.7157860743886264,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:134400:137600,current_12.csv,134400,137600,42.0,43.0,3200,1,BPFO,1.8057702005776817,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:91200:94400,current_12.csv,91200,94400,28.5,29.5,3200,1,BPFO,2.1814130125019986,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:11200:14400,current_12.csv,11200,14400,3.5,4.5,3200,1,BPFO,0.5300215964283532,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:97600:100800,current_12.csv,97600,100800,30.5,31.5,3200,1,BPFO,1.3418488315077162,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:371200:374400,current_12.csv,371200,374400,116.0,117.0,3200,1,BPFO,2.8245087243619804,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:374400:377600,current_12.csv,374400,377600,117.0,118.0,3200,1,BPFO,2.2233179825396574,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_12.csv:8000:11200,current_12.csv,8000,11200,2.5,3.5,3200,1,BPFO,3.381903872894949,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:94400:97600,current_13.csv,94400,97600,29.5,30.5,3200,1,BPFO,2.1678194709510863,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:91200:94400,current_13.csv,91200,94400,28.5,29.5,3200,1,BPFO,0.9223387132761444,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:19200:22400,current_13.csv,19200,22400,6.0,7.0,3200,1,BPFO,1.1105246716707318,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:83200:86400,current_13.csv,83200,86400,26.0,27.0,3200,1,BPFO,0.908608763143492,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:134400:137600,current_13.csv,134400,137600,42.0,43.0,3200,1,BPFO,0.991194902386524,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:177600:180800,current_13.csv,177600,180800,55.5,56.5,3200,1,BPFO,3.3674465246004517,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:185600:188800,current_13.csv,185600,188800,58.0,59.0,3200,1,BPFO,0.8555579830159625,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:188800:192000,current_13.csv,188800,192000,59.0,60.0,3200,1,BPFO,4.722286607830303,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:142400:145600,current_13.csv,142400,145600,44.5,45.5,3200,1,BPFO,1.3119304399010518,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_13.csv:70400:73600,current_13.csv,70400,73600,22.0,23.0,3200,1,BPFO,1.11775934623335,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:294400:297600,current_14.csv,294400,297600,92.0,93.0,3200,1,BPFO,5.29262952813915,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:136000:139200,current_14.csv,136000,139200,42.5,43.5,3200,1,BPFO,2.374956887181217,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:92800:96000,current_14.csv,92800,96000,29.0,30.0,3200,1,BPFO,1.8145930284650644,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:179200:182400,current_14.csv,179200,182400,56.0,57.0,3200,1,BPFO,1.9952607003798768,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:89600:92800,current_14.csv,89600,92800,28.0,29.0,3200,1,BPFO,3.600934266708976,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:352000:355200,current_14.csv,352000,355200,110.0,111.0,3200,1,BPFO,3.139845220890002,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:107200:110400,current_14.csv,107200,110400,33.5,34.5,3200,1,BPFO,1.222094727854713,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:153600:156800,current_14.csv,153600,156800,48.0,49.0,3200,1,BPFO,2.614771814265666,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:0:3200,current_14.csv,0,3200,0.0,1.0,3200,1,BPFO,0.8603042941460192,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_14.csv:57600:60800,current_14.csv,57600,60800,18.0,19.0,3200,1,BPFO,2.5289262501412546,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_15.csv:169600:172800,current_15.csv,169600,172800,53.0,54.0,3200,0,normal,1.148239323792236,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:156800:160000,current_15.csv,156800,160000,49.0,50.0,3200,0,normal,2.334414265974133,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:187200:190400,current_15.csv,187200,190400,58.5,59.5,3200,1,BPFO,0.9075720975761588,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_15.csv:126400:129600,current_15.csv,126400,129600,39.5,40.5,3200,1,BPFO,0.6685448490173996,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_15.csv:139200:142400,current_15.csv,139200,142400,43.5,44.5,3200,1,BPFO,1.9869547990445664,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
current_15.csv:0:3200,current_15.csv,0,3200,0.0,1.0,3200,0,normal,0.957727244222688,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:113600:116800,current_15.csv,113600,116800,35.5,36.5,3200,0,normal,0.2683454140665245,0.5,auto-normal,1770.0,9,7.94,38.5,0
current_15.csv:65600:68800,current_15.csv,65600,68800,20.5,21.5,3200,1,BPFO,1.2402403111635585,0.3,auto-BPFO score=0.000,1770.0,9,7.94,38.5,0
